GEOID,DISTRICT
47175009102,1
47007000305,1
47007000311,1
47007000306,1
47007000312,1
47007000302,1
47007000308,1
47065003359,1
47065003403,1
47065003431,1
47153007851,1
47175009103,1
47035001715,1
47185009606,1
47141007262,1
47035001720,1
47035001724,1
47141007261,1
47141007267,1
47141007266,1
47141007274,1
47141007275,1
47141007263,1
47141007268,1
47141007255,1
47141007254,1
47133006857,1
47141007253,1
47141007252,1
47141007251,1
47141007256,1
47141007257,1
47141007258,1
47141007265,1
47141007271,1
47141007270,1
47041002151,1
47141007272,1
47159008304,1
47041002159,1
47041002160,1
47041002158,1
47189009811,1
47189009808,1
47189009828,1
47189009826,1
47189009831,1
47189009827,1
47189009820,1
47189009825,1
47189009812,1
47015000702,1
47015000708,1
47041002152,1
47141007269,1
47041002162,1
47087004511,1
47087004505,1
47159008307,1
47087004503,1
47159008303,1
47159008308,1
47159008306,1
47159008302,1
47159008305,1
47169008802,1
47087004506,1
47087004507,1
47087004509,1
47087004510,1
47133006851,1
47087004502,1
47087004508,1
47087004512,1
47087004504,1
47141007264,1
47141007260,1
47185009607,1
47185009604,1
47133006858,1
47049002556,1
47049002552,1
47049002562,1
47049002561,1
47049002557,1
47049002554,1
47049002558,1
47049002553,1
47141007273,1
47185009605,1
47175009106,1
47175009104,1
47175009105,1
47053002762,2
47053002778,2
47053002775,2
47053002776,2
47053002773,2
47053002774,2
47053002766,2
47017000801,2
47017000808,2
47017000807,2
47017000810,2
47017000805,2
47017000815,2
47017000814,2
47017000809,2
47017000818,2
47183009502,2
47079004108,2
47017000802,2
47079004102,2
47079004113,2
47079004103,2
47079004111,2
47017000811,2
47183009501,2
47079004101,2
47079004107,2
47079004106,2
47079004110,2
47079004109,2
47079004104,2
47079004105,2
47183009504,2
47183009505,2
47183009503,2
47183009507,2
47183009506,2
47183009509,2
47131006761,2
47131006751,2
47131006754,2
47131006758,2
47131006759,2
47095004953,2
47095004952,2
47095004951,2
47131006755,2
47131006753,2
47131006756,2
47131006752,2
47131006762,2
47045002360,2
47045002365,2
47045002364,2
47045002363,2
47045002353,2
47045002358,2
47045002357,2
47045002356,2
47045002359,2
47045002361,2
47045002366,2
47045002362,2
47097005063,2
47097005051,2
47097005052,2
47075003906,2
47075003904,2
47075003901,2
47075003903,2
47075003915,2
47033001605,2
47075003902,2
47075003905,2
47097005054,2
47097005053,2
47131006760,2
47183009510,2
47183009508,2
47017000817,2
47053002765,2
47053002769,2
47053002772,2
47131006757,2
47053002771,2
47033001602,2
47053002761,2
47033001601,2
47033001608,2
47033001604,2
47033001609,2
47033001603,2
47045002352,2
47045002351,2
47045002355,2
47045002354,2
47053002777,2
47119005961,3
47099005161,3
47119005962,3
47119005953,3
47081004206,3
47119005954,3
47119005952,3
47119005958,3
47119005963,3
47119005959,3
47119005960,3
47119005956,3
47119005967,3
47187009704,3
47187009731,3
47187009729,3
47187009737,3
47187009735,3
47187009739,3
47187009736,3
47187009732,3
47187009999,3
47187009706,3
47187009741,3
47187009705,3
47187009707,3
47187009730,3
47187009728,3
47119005970,3
47119005971,3
47187009742,3
47119005951,3
47187009710,3
47187009709,3
47187009711,3
47119005965,3
47119005957,3
47117005856,3
47119005966,3
47119005964,3
47099005160,3
47119005968,3
47163008503,4
47163008501,4
47163008517,4
47163008504,4
47163008515,4
47163008507,4
47019000907,4
47019000920,4
